pk_resumen,lat,lon,score_final,dias_evaluados,dias_optimos,pct_optimos,mes,score_mensual_promedio,variabilidad_score,confort_pct_mes,desviacion_estacional,aggregated_at
4.399608|-75.699523|10,4.399608,-75.699523,65.39,3643,521,14.3,10,62.44,17.07,50.36,-2.95,2026-04-14 09:57:56.419936-05
4.399608|-75.699523|11,4.399608,-75.699523,65.39,3643,521,14.3,11,60.46,16.17,44.35,-4.93,2026-04-14 09:57:56.419936-05
4.399608|-75.699523|12,4.399608,-75.699523,65.39,3643,521,14.3,12,61.78,17.07,48.51,-3.61,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|1,4.999611,-75.699523,64.78,3643,98,2.69,1,61.8,18.87,48.82,-2.98,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|2,4.999611,-75.699523,64.78,3643,98,2.69,2,64.84,18.46,55.99,0.06,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|3,4.999611,-75.699523,64.78,3643,98,2.69,3,64.74,17.04,55.4,-0.04,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|4,4.999611,-75.699523,64.78,3643,98,2.69,4,63.63,16.46,53.15,-1.15,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|5,4.999611,-75.699523,64.78,3643,98,2.69,5,62.83,16.12,51.47,-1.95,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|6,4.999611,-75.699523,64.78,3643,98,2.69,6,63.33,16.33,52.0,-1.45,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|7,4.999611,-75.699523,64.78,3643,98,2.69,7,64.18,18.1,54.56,-0.6,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|8,4.999611,-75.699523,64.78,3643,98,2.69,8,64.38,20.31,56.12,-0.4,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|9,4.999611,-75.699523,64.78,3643,98,2.69,9,65.32,20.08,57.73,0.54,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|10,4.999611,-75.699523,64.78,3643,98,2.69,10,62.44,17.07,50.36,-2.34,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|11,4.999611,-75.699523,64.78,3643,98,2.69,11,60.46,16.17,44.35,-4.32,2026-04-14 09:57:56.419936-05
4.999611|-75.699523|12,4.999611,-75.699523,64.78,3643,98,2.69,12,61.78,17.07,48.51,-3.0,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|1,5.599614,-76.099525,64.23,3643,375,10.29,1,61.8,18.87,48.82,-2.43,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|2,5.599614,-76.099525,64.23,3643,375,10.29,2,64.84,18.46,55.99,0.61,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|3,5.599614,-76.099525,64.23,3643,375,10.29,3,64.74,17.04,55.4,0.51,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|4,5.599614,-76.099525,64.23,3643,375,10.29,4,63.63,16.46,53.15,-0.6,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|5,5.599614,-76.099525,64.23,3643,375,10.29,5,62.83,16.12,51.47,-1.4,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|6,5.599614,-76.099525,64.23,3643,375,10.29,6,63.33,16.33,52.0,-0.9,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|7,5.599614,-76.099525,64.23,3643,375,10.29,7,64.18,18.1,54.56,-0.05,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|8,5.599614,-76.099525,64.23,3643,375,10.29,8,64.38,20.31,56.12,0.15,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|9,5.599614,-76.099525,64.23,3643,375,10.29,9,65.32,20.08,57.73,1.09,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|10,5.599614,-76.099525,64.23,3643,375,10.29,10,62.44,17.07,50.36,-1.79,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|11,5.599614,-76.099525,64.23,3643,375,10.29,11,60.46,16.17,44.35,-3.77,2026-04-14 09:57:56.419936-05
5.599614|-76.099525|12,5.599614,-76.099525,64.23,3643,375,10.29,12,61.78,17.07,48.51,-2.45,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|1,5.299612,-75.799523,63.96,3643,222,6.09,1,61.8,18.87,48.82,-2.16,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|2,5.299612,-75.799523,63.96,3643,222,6.09,2,64.84,18.46,55.99,0.88,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|3,5.299612,-75.799523,63.96,3643,222,6.09,3,64.74,17.04,55.4,0.78,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|4,5.299612,-75.799523,63.96,3643,222,6.09,4,63.63,16.46,53.15,-0.33,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|5,5.299612,-75.799523,63.96,3643,222,6.09,5,62.83,16.12,51.47,-1.13,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|6,5.299612,-75.799523,63.96,3643,222,6.09,6,63.33,16.33,52.0,-0.63,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|7,5.299612,-75.799523,63.96,3643,222,6.09,7,64.18,18.1,54.56,0.22,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|8,5.299612,-75.799523,63.96,3643,222,6.09,8,64.38,20.31,56.12,0.42,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|9,5.299612,-75.799523,63.96,3643,222,6.09,9,65.32,20.08,57.73,1.36,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|10,5.299612,-75.799523,63.96,3643,222,6.09,10,62.44,17.07,50.36,-1.52,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|11,5.299612,-75.799523,63.96,3643,222,6.09,11,60.46,16.17,44.35,-3.5,2026-04-14 09:57:56.419936-05
5.299612|-75.799523|12,5.299612,-75.799523,63.96,3643,222,6.09,12,61.78,17.07,48.51,-2.18,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|1,4.79961,-75.699523,62.57,3643,125,3.43,1,61.8,18.87,48.82,-0.77,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|2,4.79961,-75.699523,62.57,3643,125,3.43,2,64.84,18.46,55.99,2.27,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|3,4.79961,-75.699523,62.57,3643,125,3.43,3,64.74,17.04,55.4,2.17,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|4,4.79961,-75.699523,62.57,3643,125,3.43,4,63.63,16.46,53.15,1.06,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|5,4.79961,-75.699523,62.57,3643,125,3.43,5,62.83,16.12,51.47,0.26,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|6,4.79961,-75.699523,62.57,3643,125,3.43,6,63.33,16.33,52.0,0.76,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|7,4.79961,-75.699523,62.57,3643,125,3.43,7,64.18,18.1,54.56,1.61,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|8,4.79961,-75.699523,62.57,3643,125,3.43,8,64.38,20.31,56.12,1.81,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|9,4.79961,-75.699523,62.57,3643,125,3.43,9,65.32,20.08,57.73,2.75,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|10,4.79961,-75.699523,62.57,3643,125,3.43,10,62.44,17.07,50.36,-0.13,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|11,4.79961,-75.699523,62.57,3643,125,3.43,11,60.46,16.17,44.35,-2.11,2026-04-14 09:57:56.419936-05
4.79961|-75.699523|12,4.79961,-75.699523,62.57,3643,125,3.43,12,61.78,17.07,48.51,-0.79,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|1,4.199607,-75.399521,61.79,3642,426,11.7,1,61.8,18.87,48.82,0.01,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|2,4.199607,-75.399521,61.79,3642,426,11.7,2,64.84,18.46,55.99,3.05,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|3,4.199607,-75.399521,61.79,3642,426,11.7,3,64.74,17.04,55.4,2.95,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|4,4.199607,-75.399521,61.79,3642,426,11.7,4,63.63,16.46,53.15,1.84,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|5,4.199607,-75.399521,61.79,3642,426,11.7,5,62.83,16.12,51.47,1.04,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|6,4.199607,-75.399521,61.79,3642,426,11.7,6,63.33,16.33,52.0,1.54,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|7,4.199607,-75.399521,61.79,3642,426,11.7,7,64.18,18.1,54.56,2.39,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|8,4.199607,-75.399521,61.79,3642,426,11.7,8,64.38,20.31,56.12,2.59,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|9,4.199607,-75.399521,61.79,3642,426,11.7,9,65.32,20.08,57.73,3.53,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|10,4.199607,-75.399521,61.79,3642,426,11.7,10,62.44,17.07,50.36,0.65,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|11,4.199607,-75.399521,61.79,3642,426,11.7,11,60.46,16.17,44.35,-1.33,2026-04-14 09:57:56.419936-05
4.199607|-75.399521|12,4.199607,-75.399521,61.79,3642,426,11.7,12,61.78,17.07,48.51,-0.01,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|1,5.399613,-76.099525,60.66,3643,1,0.03,1,61.8,18.87,48.82,1.14,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|2,5.399613,-76.099525,60.66,3643,1,0.03,2,64.84,18.46,55.99,4.18,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|3,5.399613,-76.099525,60.66,3643,1,0.03,3,64.74,17.04,55.4,4.08,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|4,5.399613,-76.099525,60.66,3643,1,0.03,4,63.63,16.46,53.15,2.97,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|5,5.399613,-76.099525,60.66,3643,1,0.03,5,62.83,16.12,51.47,2.17,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|6,5.399613,-76.099525,60.66,3643,1,0.03,6,63.33,16.33,52.0,2.67,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|7,5.399613,-76.099525,60.66,3643,1,0.03,7,64.18,18.1,54.56,3.52,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|8,5.399613,-76.099525,60.66,3643,1,0.03,8,64.38,20.31,56.12,3.72,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|9,5.399613,-76.099525,60.66,3643,1,0.03,9,65.32,20.08,57.73,4.66,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|10,5.399613,-76.099525,60.66,3643,1,0.03,10,62.44,17.07,50.36,1.78,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|11,5.399613,-76.099525,60.66,3643,1,0.03,11,60.46,16.17,44.35,-0.2,2026-04-14 09:57:56.419936-05
5.399613|-76.099525|12,5.399613,-76.099525,60.66,3643,1,0.03,12,61.78,17.07,48.51,1.12,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|1,5.099611,-75.499522,60.6,3643,304,8.34,1,61.8,18.87,48.82,1.2,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|2,5.099611,-75.499522,60.6,3643,304,8.34,2,64.84,18.46,55.99,4.24,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|3,5.099611,-75.499522,60.6,3643,304,8.34,3,64.74,17.04,55.4,4.14,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|4,5.099611,-75.499522,60.6,3643,304,8.34,4,63.63,16.46,53.15,3.03,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|5,5.099611,-75.499522,60.6,3643,304,8.34,5,62.83,16.12,51.47,2.23,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|6,5.099611,-75.499522,60.6,3643,304,8.34,6,63.33,16.33,52.0,2.73,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|7,5.099611,-75.499522,60.6,3643,304,8.34,7,64.18,18.1,54.56,3.58,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|8,5.099611,-75.499522,60.6,3643,304,8.34,8,64.38,20.31,56.12,3.78,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|9,5.099611,-75.499522,60.6,3643,304,8.34,9,65.32,20.08,57.73,4.72,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|10,5.099611,-75.499522,60.6,3643,304,8.34,10,62.44,17.07,50.36,1.84,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|11,5.099611,-75.499522,60.6,3643,304,8.34,11,60.46,16.17,44.35,-0.14,2026-04-14 09:57:56.419936-05
5.099611|-75.499522|12,5.099611,-75.499522,60.6,3643,304,8.34,12,61.78,17.07,48.51,1.18,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|1,5.399613,-75.899524,60.1,3643,100,2.74,1,61.8,18.87,48.82,1.7,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|2,5.399613,-75.899524,60.1,3643,100,2.74,2,64.84,18.46,55.99,4.74,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|3,5.399613,-75.899524,60.1,3643,100,2.74,3,64.74,17.04,55.4,4.64,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|4,5.399613,-75.899524,60.1,3643,100,2.74,4,63.63,16.46,53.15,3.53,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|5,5.399613,-75.899524,60.1,3643,100,2.74,5,62.83,16.12,51.47,2.73,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|6,5.399613,-75.899524,60.1,3643,100,2.74,6,63.33,16.33,52.0,3.23,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|7,5.399613,-75.899524,60.1,3643,100,2.74,7,64.18,18.1,54.56,4.08,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|8,5.399613,-75.899524,60.1,3643,100,2.74,8,64.38,20.31,56.12,4.28,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|9,5.399613,-75.899524,60.1,3643,100,2.74,9,65.32,20.08,57.73,5.22,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|10,5.399613,-75.899524,60.1,3643,100,2.74,10,62.44,17.07,50.36,2.34,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|11,5.399613,-75.899524,60.1,3643,100,2.74,11,60.46,16.17,44.35,0.36,2026-04-14 09:57:56.419936-05
5.399613|-75.899524|12,5.399613,-75.899524,60.1,3643,100,2.74,12,61.78,17.07,48.51,1.68,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|1,4.099607,-75.299521,59.21,3639,766,21.05,1,61.8,18.87,48.82,2.59,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|2,4.099607,-75.299521,59.21,3639,766,21.05,2,64.84,18.46,55.99,5.63,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|3,4.099607,-75.299521,59.21,3639,766,21.05,3,64.74,17.04,55.4,5.53,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|4,4.099607,-75.299521,59.21,3639,766,21.05,4,63.63,16.46,53.15,4.42,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|5,4.099607,-75.299521,59.21,3639,766,21.05,5,62.83,16.12,51.47,3.62,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|6,4.099607,-75.299521,59.21,3639,766,21.05,6,63.33,16.33,52.0,4.12,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|7,4.099607,-75.299521,59.21,3639,766,21.05,7,64.18,18.1,54.56,4.97,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|8,4.099607,-75.299521,59.21,3639,766,21.05,8,64.38,20.31,56.12,5.17,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|9,4.099607,-75.299521,59.21,3639,766,21.05,9,65.32,20.08,57.73,6.11,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|10,4.099607,-75.299521,59.21,3639,766,21.05,10,62.44,17.07,50.36,3.23,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|11,4.099607,-75.299521,59.21,3639,766,21.05,11,60.46,16.17,44.35,1.25,2026-04-14 09:57:56.419936-05
4.099607|-75.299521|12,4.099607,-75.299521,59.21,3639,766,21.05,12,61.78,17.07,48.51,2.57,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|1,4.099607,-75.899524,59.19,3643,0,0.0,1,61.8,18.87,48.82,2.61,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|2,4.099607,-75.899524,59.19,3643,0,0.0,2,64.84,18.46,55.99,5.65,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|3,4.099607,-75.899524,59.19,3643,0,0.0,3,64.74,17.04,55.4,5.55,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|4,4.099607,-75.899524,59.19,3643,0,0.0,4,63.63,16.46,53.15,4.44,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|5,4.099607,-75.899524,59.19,3643,0,0.0,5,62.83,16.12,51.47,3.64,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|6,4.099607,-75.899524,59.19,3643,0,0.0,6,63.33,16.33,52.0,4.14,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|7,4.099607,-75.899524,59.19,3643,0,0.0,7,64.18,18.1,54.56,4.99,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|8,4.099607,-75.899524,59.19,3643,0,0.0,8,64.38,20.31,56.12,5.19,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|9,4.099607,-75.899524,59.19,3643,0,0.0,9,65.32,20.08,57.73,6.13,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|10,4.099607,-75.899524,59.19,3643,0,0.0,10,62.44,17.07,50.36,3.25,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|11,4.099607,-75.899524,59.19,3643,0,0.0,11,60.46,16.17,44.35,1.27,2026-04-14 09:57:56.419936-05
4.099607|-75.899524|12,4.099607,-75.899524,59.19,3643,0,0.0,12,61.78,17.07,48.51,2.59,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|1,5.199612,-75.499522,59.18,3643,246,6.75,1,61.8,18.87,48.82,2.62,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|2,5.199612,-75.499522,59.18,3643,246,6.75,2,64.84,18.46,55.99,5.66,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|3,5.199612,-75.499522,59.18,3643,246,6.75,3,64.74,17.04,55.4,5.56,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|4,5.199612,-75.499522,59.18,3643,246,6.75,4,63.63,16.46,53.15,4.45,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|5,5.199612,-75.499522,59.18,3643,246,6.75,5,62.83,16.12,51.47,3.65,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|6,5.199612,-75.499522,59.18,3643,246,6.75,6,63.33,16.33,52.0,4.15,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|7,5.199612,-75.499522,59.18,3643,246,6.75,7,64.18,18.1,54.56,5.0,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|8,5.199612,-75.499522,59.18,3643,246,6.75,8,64.38,20.31,56.12,5.2,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|9,5.199612,-75.499522,59.18,3643,246,6.75,9,65.32,20.08,57.73,6.14,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|10,5.199612,-75.499522,59.18,3643,246,6.75,10,62.44,17.07,50.36,3.26,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|11,5.199612,-75.499522,59.18,3643,246,6.75,11,60.46,16.17,44.35,1.28,2026-04-14 09:57:56.419936-05
5.199612|-75.499522|12,5.199612,-75.499522,59.18,3643,246,6.75,12,61.78,17.07,48.51,2.6,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|1,5.199612,-75.999524,57.3,3643,124,3.4,1,61.8,18.87,48.82,4.5,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|2,5.199612,-75.999524,57.3,3643,124,3.4,2,64.84,18.46,55.99,7.54,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|3,5.199612,-75.999524,57.3,3643,124,3.4,3,64.74,17.04,55.4,7.44,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|4,5.199612,-75.999524,57.3,3643,124,3.4,4,63.63,16.46,53.15,6.33,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|5,5.199612,-75.999524,57.3,3643,124,3.4,5,62.83,16.12,51.47,5.53,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|6,5.199612,-75.999524,57.3,3643,124,3.4,6,63.33,16.33,52.0,6.03,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|7,5.199612,-75.999524,57.3,3643,124,3.4,7,64.18,18.1,54.56,6.88,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|8,5.199612,-75.999524,57.3,3643,124,3.4,8,64.38,20.31,56.12,7.08,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|9,5.199612,-75.999524,57.3,3643,124,3.4,9,65.32,20.08,57.73,8.02,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|10,5.199612,-75.999524,57.3,3643,124,3.4,10,62.44,17.07,50.36,5.14,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|11,5.199612,-75.999524,57.3,3643,124,3.4,11,60.46,16.17,44.35,3.16,2026-04-14 09:57:56.419936-05
5.199612|-75.999524|12,5.199612,-75.999524,57.3,3643,124,3.4,12,61.78,17.07,48.51,4.48,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|1,4.499609,-75.299521,57.04,3643,132,3.62,1,61.8,18.87,48.82,4.76,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|2,4.499609,-75.299521,57.04,3643,132,3.62,2,64.84,18.46,55.99,7.8,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|3,4.499609,-75.299521,57.04,3643,132,3.62,3,64.74,17.04,55.4,7.7,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|4,4.499609,-75.299521,57.04,3643,132,3.62,4,63.63,16.46,53.15,6.59,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|5,4.499609,-75.299521,57.04,3643,132,3.62,5,62.83,16.12,51.47,5.79,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|6,4.499609,-75.299521,57.04,3643,132,3.62,6,63.33,16.33,52.0,6.29,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|7,4.499609,-75.299521,57.04,3643,132,3.62,7,64.18,18.1,54.56,7.14,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|8,4.499609,-75.299521,57.04,3643,132,3.62,8,64.38,20.31,56.12,7.34,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|9,4.499609,-75.299521,57.04,3643,132,3.62,9,65.32,20.08,57.73,8.28,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|10,4.499609,-75.299521,57.04,3643,132,3.62,10,62.44,17.07,50.36,5.4,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|11,4.499609,-75.299521,57.04,3643,132,3.62,11,60.46,16.17,44.35,3.42,2026-04-14 09:57:56.419936-05
4.499609|-75.299521|12,4.499609,-75.299521,57.04,3643,132,3.62,12,61.78,17.07,48.51,4.74,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|1,4.89961,-75.699523,56.27,3643,59,1.62,1,61.8,18.87,48.82,5.53,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|2,4.89961,-75.699523,56.27,3643,59,1.62,2,64.84,18.46,55.99,8.57,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|3,4.89961,-75.699523,56.27,3643,59,1.62,3,64.74,17.04,55.4,8.47,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|4,4.89961,-75.699523,56.27,3643,59,1.62,4,63.63,16.46,53.15,7.36,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|5,4.89961,-75.699523,56.27,3643,59,1.62,5,62.83,16.12,51.47,6.56,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|6,4.89961,-75.699523,56.27,3643,59,1.62,6,63.33,16.33,52.0,7.06,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|7,4.89961,-75.699523,56.27,3643,59,1.62,7,64.18,18.1,54.56,7.91,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|8,4.89961,-75.699523,56.27,3643,59,1.62,8,64.38,20.31,56.12,8.11,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|9,4.89961,-75.699523,56.27,3643,59,1.62,9,65.32,20.08,57.73,9.05,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|10,4.89961,-75.699523,56.27,3643,59,1.62,10,62.44,17.07,50.36,6.17,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|11,4.89961,-75.699523,56.27,3643,59,1.62,11,60.46,16.17,44.35,4.19,2026-04-14 09:57:56.419936-05
4.89961|-75.699523|12,4.89961,-75.699523,56.27,3643,59,1.62,12,61.78,17.07,48.51,5.51,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|1,4.199607,-75.799523,55.89,3643,34,0.93,1,61.8,18.87,48.82,5.91,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|2,4.199607,-75.799523,55.89,3643,34,0.93,2,64.84,18.46,55.99,8.95,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|3,4.199607,-75.799523,55.89,3643,34,0.93,3,64.74,17.04,55.4,8.85,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|4,4.199607,-75.799523,55.89,3643,34,0.93,4,63.63,16.46,53.15,7.74,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|5,4.199607,-75.799523,55.89,3643,34,0.93,5,62.83,16.12,51.47,6.94,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|6,4.199607,-75.799523,55.89,3643,34,0.93,6,63.33,16.33,52.0,7.44,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|7,4.199607,-75.799523,55.89,3643,34,0.93,7,64.18,18.1,54.56,8.29,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|8,4.199607,-75.799523,55.89,3643,34,0.93,8,64.38,20.31,56.12,8.49,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|9,4.199607,-75.799523,55.89,3643,34,0.93,9,65.32,20.08,57.73,9.43,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|10,4.199607,-75.799523,55.89,3643,34,0.93,10,62.44,17.07,50.36,6.55,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|11,4.199607,-75.799523,55.89,3643,34,0.93,11,60.46,16.17,44.35,4.57,2026-04-14 09:57:56.419936-05
4.199607|-75.799523|12,4.199607,-75.799523,55.89,3643,34,0.93,12,61.78,17.07,48.51,5.89,2026-04-14 09:57:56.419936-05
5.599614|-75.699523|1,5.599614,-75.699523,55.87,3643,106,2.91,1,61.8,18.87,48.82,5.93,2026-04-14 09:57:56.419936-05
5.599614|-75.699523|2,5.599614,-75.699523,55.87,3643,106,2.91,2,64.84,18.46,55.99,8.97,2026-04-14 09:57:56.419936-05
5.599614|-75.699523|3,5.599614,-75.699523,55.87,3643,106,2.91,3,64.74,17.04,55.4,8.87,2026-04-14 09:57:56.419936-05
5.599614|-75.699523|4,5.599614,-75.699523,55.87,3643,106,2.91,4,63.63,16.46,53.15,7.76,2026-04-14 09:57:56.419936-05
5.599614|-75.699523|5,5.599614,-75.699523,55.87,3643,106,2.91,5,62.83,16.12,51.47,6.96,2026-04-14 09:57:56.419936-05
5.599614|-75.699523|6,5.599614,-75.699523,55.87,3643,106,2.91,6,63.33,16.33,52.0,7.46,2026-04-14 09:57:56.419936-05
5.599614|-75.699523|7,5.599614,-75.699523,55.87,3643,106,2.91,7,64.18,18.1,54.56,8.31,2026-04-14 09:57:56.419936-05
