pk_resumen,lat,lon,score_final,dias_evaluados,dias_optimos,pct_optimos,mes,score_mensual_promedio,variabilidad_score,confort_pct_mes,desviacion_estacional,aggregated_at
4.79961|-75.999524|8,4.79961,-75.999524,70.89,3643,176,4.83,8,64.38,20.31,56.12,-6.51,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|9,4.79961,-75.999524,70.89,3643,176,4.83,9,65.32,20.08,57.73,-5.57,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|10,4.79961,-75.999524,70.89,3643,176,4.83,10,62.44,17.07,50.36,-8.45,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|11,4.79961,-75.999524,70.89,3643,176,4.83,11,60.46,16.17,44.35,-10.43,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|12,4.79961,-75.999524,70.89,3643,176,4.83,12,61.78,17.07,48.51,-9.11,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|1,4.299608,-75.299521,70.61,3641,773,21.23,1,61.8,18.87,48.82,-8.81,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|2,4.299608,-75.299521,70.61,3641,773,21.23,2,64.84,18.46,55.99,-5.77,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|3,4.299608,-75.299521,70.61,3641,773,21.23,3,64.74,17.04,55.4,-5.87,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|4,4.299608,-75.299521,70.61,3641,773,21.23,4,63.63,16.46,53.15,-6.98,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|5,4.299608,-75.299521,70.61,3641,773,21.23,5,62.83,16.12,51.47,-7.78,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|6,4.299608,-75.299521,70.61,3641,773,21.23,6,63.33,16.33,52.0,-7.28,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|7,4.299608,-75.299521,70.61,3641,773,21.23,7,64.18,18.1,54.56,-6.43,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|8,4.299608,-75.299521,70.61,3641,773,21.23,8,64.38,20.31,56.12,-6.23,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|9,4.299608,-75.299521,70.61,3641,773,21.23,9,65.32,20.08,57.73,-5.29,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|10,4.299608,-75.299521,70.61,3641,773,21.23,10,62.44,17.07,50.36,-8.17,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|11,4.299608,-75.299521,70.61,3641,773,21.23,11,60.46,16.17,44.35,-10.15,2026-04-14 09:57:56.419936-05
4.299608|-75.299521|12,4.299608,-75.299521,70.61,3641,773,21.23,12,61.78,17.07,48.51,-8.83,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|1,4.89961,-75.999524,70.55,3643,104,2.85,1,61.8,18.87,48.82,-8.75,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|2,4.89961,-75.999524,70.55,3643,104,2.85,2,64.84,18.46,55.99,-5.71,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|3,4.89961,-75.999524,70.55,3643,104,2.85,3,64.74,17.04,55.4,-5.81,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|4,4.89961,-75.999524,70.55,3643,104,2.85,4,63.63,16.46,53.15,-6.92,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|5,4.89961,-75.999524,70.55,3643,104,2.85,5,62.83,16.12,51.47,-7.72,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|6,4.89961,-75.999524,70.55,3643,104,2.85,6,63.33,16.33,52.0,-7.22,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|7,4.89961,-75.999524,70.55,3643,104,2.85,7,64.18,18.1,54.56,-6.37,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|8,4.89961,-75.999524,70.55,3643,104,2.85,8,64.38,20.31,56.12,-6.17,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|9,4.89961,-75.999524,70.55,3643,104,2.85,9,65.32,20.08,57.73,-5.23,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|10,4.89961,-75.999524,70.55,3643,104,2.85,10,62.44,17.07,50.36,-8.11,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|11,4.89961,-75.999524,70.55,3643,104,2.85,11,60.46,16.17,44.35,-10.09,2026-04-14 09:57:56.419936-05
4.89961|-75.999524|12,4.89961,-75.999524,70.55,3643,104,2.85,12,61.78,17.07,48.51,-8.77,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|1,5.399613,-75.699523,70.35,3643,430,11.8,1,61.8,18.87,48.82,-8.55,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|2,5.399613,-75.699523,70.35,3643,430,11.8,2,64.84,18.46,55.99,-5.51,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|3,5.399613,-75.699523,70.35,3643,430,11.8,3,64.74,17.04,55.4,-5.61,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|4,5.399613,-75.699523,70.35,3643,430,11.8,4,63.63,16.46,53.15,-6.72,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|5,5.399613,-75.699523,70.35,3643,430,11.8,5,62.83,16.12,51.47,-7.52,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|6,5.399613,-75.699523,70.35,3643,430,11.8,6,63.33,16.33,52.0,-7.02,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|7,5.399613,-75.699523,70.35,3643,430,11.8,7,64.18,18.1,54.56,-6.17,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|8,5.399613,-75.699523,70.35,3643,430,11.8,8,64.38,20.31,56.12,-5.97,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|9,5.399613,-75.699523,70.35,3643,430,11.8,9,65.32,20.08,57.73,-5.03,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|10,5.399613,-75.699523,70.35,3643,430,11.8,10,62.44,17.07,50.36,-7.91,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|11,5.399613,-75.699523,70.35,3643,430,11.8,11,60.46,16.17,44.35,-9.89,2026-04-14 09:57:56.419936-05
5.399613|-75.699523|12,5.399613,-75.699523,70.35,3643,430,11.8,12,61.78,17.07,48.51,-8.57,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|1,4.69961,-76.099525,69.69,3643,128,3.51,1,61.8,18.87,48.82,-7.89,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|2,4.69961,-76.099525,69.69,3643,128,3.51,2,64.84,18.46,55.99,-4.85,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|3,4.69961,-76.099525,69.69,3643,128,3.51,3,64.74,17.04,55.4,-4.95,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|4,4.69961,-76.099525,69.69,3643,128,3.51,4,63.63,16.46,53.15,-6.06,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|5,4.69961,-76.099525,69.69,3643,128,3.51,5,62.83,16.12,51.47,-6.86,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|6,4.69961,-76.099525,69.69,3643,128,3.51,6,63.33,16.33,52.0,-6.36,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|7,4.69961,-76.099525,69.69,3643,128,3.51,7,64.18,18.1,54.56,-5.51,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|8,4.69961,-76.099525,69.69,3643,128,3.51,8,64.38,20.31,56.12,-5.31,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|9,4.69961,-76.099525,69.69,3643,128,3.51,9,65.32,20.08,57.73,-4.37,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|10,4.69961,-76.099525,69.69,3643,128,3.51,10,62.44,17.07,50.36,-7.25,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|11,4.69961,-76.099525,69.69,3643,128,3.51,11,60.46,16.17,44.35,-9.23,2026-04-14 09:57:56.419936-05
4.69961|-76.099525|12,4.69961,-76.099525,69.69,3643,128,3.51,12,61.78,17.07,48.51,-7.91,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|1,4.199607,-75.299521,69.63,3642,844,23.17,1,61.8,18.87,48.82,-7.83,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|2,4.199607,-75.299521,69.63,3642,844,23.17,2,64.84,18.46,55.99,-4.79,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|3,4.199607,-75.299521,69.63,3642,844,23.17,3,64.74,17.04,55.4,-4.89,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|4,4.199607,-75.299521,69.63,3642,844,23.17,4,63.63,16.46,53.15,-6.0,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|5,4.199607,-75.299521,69.63,3642,844,23.17,5,62.83,16.12,51.47,-6.8,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|6,4.199607,-75.299521,69.63,3642,844,23.17,6,63.33,16.33,52.0,-6.3,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|7,4.199607,-75.299521,69.63,3642,844,23.17,7,64.18,18.1,54.56,-5.45,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|8,4.199607,-75.299521,69.63,3642,844,23.17,8,64.38,20.31,56.12,-5.25,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|9,4.199607,-75.299521,69.63,3642,844,23.17,9,65.32,20.08,57.73,-4.31,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|10,4.199607,-75.299521,69.63,3642,844,23.17,10,62.44,17.07,50.36,-7.19,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|11,4.199607,-75.299521,69.63,3642,844,23.17,11,60.46,16.17,44.35,-9.17,2026-04-14 09:57:56.419936-05
4.199607|-75.299521|12,4.199607,-75.299521,69.63,3642,844,23.17,12,61.78,17.07,48.51,-7.85,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|1,4.89961,-76.099525,69.39,3643,46,1.26,1,61.8,18.87,48.82,-7.59,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|2,4.89961,-76.099525,69.39,3643,46,1.26,2,64.84,18.46,55.99,-4.55,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|3,4.89961,-76.099525,69.39,3643,46,1.26,3,64.74,17.04,55.4,-4.65,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|4,4.89961,-76.099525,69.39,3643,46,1.26,4,63.63,16.46,53.15,-5.76,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|5,4.89961,-76.099525,69.39,3643,46,1.26,5,62.83,16.12,51.47,-6.56,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|6,4.89961,-76.099525,69.39,3643,46,1.26,6,63.33,16.33,52.0,-6.06,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|7,4.89961,-76.099525,69.39,3643,46,1.26,7,64.18,18.1,54.56,-5.21,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|8,4.89961,-76.099525,69.39,3643,46,1.26,8,64.38,20.31,56.12,-5.01,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|9,4.89961,-76.099525,69.39,3643,46,1.26,9,65.32,20.08,57.73,-4.07,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|10,4.89961,-76.099525,69.39,3643,46,1.26,10,62.44,17.07,50.36,-6.95,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|11,4.89961,-76.099525,69.39,3643,46,1.26,11,60.46,16.17,44.35,-8.93,2026-04-14 09:57:56.419936-05
4.89961|-76.099525|12,4.89961,-76.099525,69.39,3643,46,1.26,12,61.78,17.07,48.51,-7.61,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|1,4.69961,-75.999524,69.34,3643,177,4.86,1,61.8,18.87,48.82,-7.54,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|2,4.69961,-75.999524,69.34,3643,177,4.86,2,64.84,18.46,55.99,-4.5,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|3,4.69961,-75.999524,69.34,3643,177,4.86,3,64.74,17.04,55.4,-4.6,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|4,4.69961,-75.999524,69.34,3643,177,4.86,4,63.63,16.46,53.15,-5.71,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|5,4.69961,-75.999524,69.34,3643,177,4.86,5,62.83,16.12,51.47,-6.51,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|6,4.69961,-75.999524,69.34,3643,177,4.86,6,63.33,16.33,52.0,-6.01,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|7,4.69961,-75.999524,69.34,3643,177,4.86,7,64.18,18.1,54.56,-5.16,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|8,4.69961,-75.999524,69.34,3643,177,4.86,8,64.38,20.31,56.12,-4.96,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|9,4.69961,-75.999524,69.34,3643,177,4.86,9,65.32,20.08,57.73,-4.02,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|10,4.69961,-75.999524,69.34,3643,177,4.86,10,62.44,17.07,50.36,-6.9,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|11,4.69961,-75.999524,69.34,3643,177,4.86,11,60.46,16.17,44.35,-8.88,2026-04-14 09:57:56.419936-05
4.69961|-75.999524|12,4.69961,-75.999524,69.34,3643,177,4.86,12,61.78,17.07,48.51,-7.56,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|1,4.999611,-75.999524,69.31,3643,110,3.02,1,61.8,18.87,48.82,-7.51,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|2,4.999611,-75.999524,69.31,3643,110,3.02,2,64.84,18.46,55.99,-4.47,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|3,4.999611,-75.999524,69.31,3643,110,3.02,3,64.74,17.04,55.4,-4.57,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|4,4.999611,-75.999524,69.31,3643,110,3.02,4,63.63,16.46,53.15,-5.68,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|5,4.999611,-75.999524,69.31,3643,110,3.02,5,62.83,16.12,51.47,-6.48,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|6,4.999611,-75.999524,69.31,3643,110,3.02,6,63.33,16.33,52.0,-5.98,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|7,4.999611,-75.999524,69.31,3643,110,3.02,7,64.18,18.1,54.56,-5.13,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|8,4.999611,-75.999524,69.31,3643,110,3.02,8,64.38,20.31,56.12,-4.93,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|9,4.999611,-75.999524,69.31,3643,110,3.02,9,65.32,20.08,57.73,-3.99,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|10,4.999611,-75.999524,69.31,3643,110,3.02,10,62.44,17.07,50.36,-6.87,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|11,4.999611,-75.999524,69.31,3643,110,3.02,11,60.46,16.17,44.35,-8.85,2026-04-14 09:57:56.419936-05
4.999611|-75.999524|12,4.999611,-75.999524,69.31,3643,110,3.02,12,61.78,17.07,48.51,-7.53,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|1,5.499613,-75.999524,69.23,3643,292,8.02,1,61.8,18.87,48.82,-7.43,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|2,5.499613,-75.999524,69.23,3643,292,8.02,2,64.84,18.46,55.99,-4.39,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|3,5.499613,-75.999524,69.23,3643,292,8.02,3,64.74,17.04,55.4,-4.49,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|4,5.499613,-75.999524,69.23,3643,292,8.02,4,63.63,16.46,53.15,-5.6,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|5,5.499613,-75.999524,69.23,3643,292,8.02,5,62.83,16.12,51.47,-6.4,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|6,5.499613,-75.999524,69.23,3643,292,8.02,6,63.33,16.33,52.0,-5.9,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|7,5.499613,-75.999524,69.23,3643,292,8.02,7,64.18,18.1,54.56,-5.05,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|8,5.499613,-75.999524,69.23,3643,292,8.02,8,64.38,20.31,56.12,-4.85,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|9,5.499613,-75.999524,69.23,3643,292,8.02,9,65.32,20.08,57.73,-3.91,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|10,5.499613,-75.999524,69.23,3643,292,8.02,10,62.44,17.07,50.36,-6.79,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|11,5.499613,-75.999524,69.23,3643,292,8.02,11,60.46,16.17,44.35,-8.77,2026-04-14 09:57:56.419936-05
5.499613|-75.999524|12,5.499613,-75.999524,69.23,3643,292,8.02,12,61.78,17.07,48.51,-7.45,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|1,4.599609,-75.999524,68.51,3643,172,4.72,1,61.8,18.87,48.82,-6.71,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|2,4.599609,-75.999524,68.51,3643,172,4.72,2,64.84,18.46,55.99,-3.67,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|3,4.599609,-75.999524,68.51,3643,172,4.72,3,64.74,17.04,55.4,-3.77,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|4,4.599609,-75.999524,68.51,3643,172,4.72,4,63.63,16.46,53.15,-4.88,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|5,4.599609,-75.999524,68.51,3643,172,4.72,5,62.83,16.12,51.47,-5.68,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|6,4.599609,-75.999524,68.51,3643,172,4.72,6,63.33,16.33,52.0,-5.18,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|7,4.599609,-75.999524,68.51,3643,172,4.72,7,64.18,18.1,54.56,-4.33,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|8,4.599609,-75.999524,68.51,3643,172,4.72,8,64.38,20.31,56.12,-4.13,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|9,4.599609,-75.999524,68.51,3643,172,4.72,9,65.32,20.08,57.73,-3.19,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|10,4.599609,-75.999524,68.51,3643,172,4.72,10,62.44,17.07,50.36,-6.07,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|11,4.599609,-75.999524,68.51,3643,172,4.72,11,60.46,16.17,44.35,-8.05,2026-04-14 09:57:56.419936-05
4.599609|-75.999524|12,4.599609,-75.999524,68.51,3643,172,4.72,12,61.78,17.07,48.51,-6.73,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|1,4.599609,-76.099525,68.04,3643,123,3.38,1,61.8,18.87,48.82,-6.24,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|2,4.599609,-76.099525,68.04,3643,123,3.38,2,64.84,18.46,55.99,-3.2,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|3,4.599609,-76.099525,68.04,3643,123,3.38,3,64.74,17.04,55.4,-3.3,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|4,4.599609,-76.099525,68.04,3643,123,3.38,4,63.63,16.46,53.15,-4.41,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|5,4.599609,-76.099525,68.04,3643,123,3.38,5,62.83,16.12,51.47,-5.21,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|6,4.599609,-76.099525,68.04,3643,123,3.38,6,63.33,16.33,52.0,-4.71,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|7,4.599609,-76.099525,68.04,3643,123,3.38,7,64.18,18.1,54.56,-3.86,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|8,4.599609,-76.099525,68.04,3643,123,3.38,8,64.38,20.31,56.12,-3.66,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|9,4.599609,-76.099525,68.04,3643,123,3.38,9,65.32,20.08,57.73,-2.72,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|10,4.599609,-76.099525,68.04,3643,123,3.38,10,62.44,17.07,50.36,-5.6,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|11,4.599609,-76.099525,68.04,3643,123,3.38,11,60.46,16.17,44.35,-7.58,2026-04-14 09:57:56.419936-05
4.599609|-76.099525|12,4.599609,-76.099525,68.04,3643,123,3.38,12,61.78,17.07,48.51,-6.26,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|1,5.199612,-75.899524,67.95,3643,154,4.23,1,61.8,18.87,48.82,-6.15,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|2,5.199612,-75.899524,67.95,3643,154,4.23,2,64.84,18.46,55.99,-3.11,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|3,5.199612,-75.899524,67.95,3643,154,4.23,3,64.74,17.04,55.4,-3.21,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|4,5.199612,-75.899524,67.95,3643,154,4.23,4,63.63,16.46,53.15,-4.32,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|5,5.199612,-75.899524,67.95,3643,154,4.23,5,62.83,16.12,51.47,-5.12,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|6,5.199612,-75.899524,67.95,3643,154,4.23,6,63.33,16.33,52.0,-4.62,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|7,5.199612,-75.899524,67.95,3643,154,4.23,7,64.18,18.1,54.56,-3.77,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|8,5.199612,-75.899524,67.95,3643,154,4.23,8,64.38,20.31,56.12,-3.57,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|9,5.199612,-75.899524,67.95,3643,154,4.23,9,65.32,20.08,57.73,-2.63,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|10,5.199612,-75.899524,67.95,3643,154,4.23,10,62.44,17.07,50.36,-5.51,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|11,5.199612,-75.899524,67.95,3643,154,4.23,11,60.46,16.17,44.35,-7.49,2026-04-14 09:57:56.419936-05
5.199612|-75.899524|12,5.199612,-75.899524,67.95,3643,154,4.23,12,61.78,17.07,48.51,-6.17,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|1,4.099607,-75.399521,67.61,3642,554,15.21,1,61.8,18.87,48.82,-5.81,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|2,4.099607,-75.399521,67.61,3642,554,15.21,2,64.84,18.46,55.99,-2.77,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|3,4.099607,-75.399521,67.61,3642,554,15.21,3,64.74,17.04,55.4,-2.87,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|4,4.099607,-75.399521,67.61,3642,554,15.21,4,63.63,16.46,53.15,-3.98,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|5,4.099607,-75.399521,67.61,3642,554,15.21,5,62.83,16.12,51.47,-4.78,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|6,4.099607,-75.399521,67.61,3642,554,15.21,6,63.33,16.33,52.0,-4.28,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|7,4.099607,-75.399521,67.61,3642,554,15.21,7,64.18,18.1,54.56,-3.43,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|8,4.099607,-75.399521,67.61,3642,554,15.21,8,64.38,20.31,56.12,-3.23,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|9,4.099607,-75.399521,67.61,3642,554,15.21,9,65.32,20.08,57.73,-2.29,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|10,4.099607,-75.399521,67.61,3642,554,15.21,10,62.44,17.07,50.36,-5.17,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|11,4.099607,-75.399521,67.61,3642,554,15.21,11,60.46,16.17,44.35,-7.15,2026-04-14 09:57:56.419936-05
4.099607|-75.399521|12,4.099607,-75.399521,67.61,3642,554,15.21,12,61.78,17.07,48.51,-5.83,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|1,5.299612,-75.899524,67.19,3643,78,2.14,1,61.8,18.87,48.82,-5.39,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|2,5.299612,-75.899524,67.19,3643,78,2.14,2,64.84,18.46,55.99,-2.35,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|3,5.299612,-75.899524,67.19,3643,78,2.14,3,64.74,17.04,55.4,-2.45,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|4,5.299612,-75.899524,67.19,3643,78,2.14,4,63.63,16.46,53.15,-3.56,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|5,5.299612,-75.899524,67.19,3643,78,2.14,5,62.83,16.12,51.47,-4.36,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|6,5.299612,-75.899524,67.19,3643,78,2.14,6,63.33,16.33,52.0,-3.86,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|7,5.299612,-75.899524,67.19,3643,78,2.14,7,64.18,18.1,54.56,-3.01,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|8,5.299612,-75.899524,67.19,3643,78,2.14,8,64.38,20.31,56.12,-2.81,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|9,5.299612,-75.899524,67.19,3643,78,2.14,9,65.32,20.08,57.73,-1.87,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|10,5.299612,-75.899524,67.19,3643,78,2.14,10,62.44,17.07,50.36,-4.75,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|11,5.299612,-75.899524,67.19,3643,78,2.14,11,60.46,16.17,44.35,-6.73,2026-04-14 09:57:56.419936-05
5.299612|-75.899524|12,5.299612,-75.899524,67.19,3643,78,2.14,12,61.78,17.07,48.51,-5.41,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|1,5.299612,-75.499522,66.38,3643,600,16.47,1,61.8,18.87,48.82,-4.58,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|2,5.299612,-75.499522,66.38,3643,600,16.47,2,64.84,18.46,55.99,-1.54,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|3,5.299612,-75.499522,66.38,3643,600,16.47,3,64.74,17.04,55.4,-1.64,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|4,5.299612,-75.499522,66.38,3643,600,16.47,4,63.63,16.46,53.15,-2.75,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|5,5.299612,-75.499522,66.38,3643,600,16.47,5,62.83,16.12,51.47,-3.55,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|6,5.299612,-75.499522,66.38,3643,600,16.47,6,63.33,16.33,52.0,-3.05,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|7,5.299612,-75.499522,66.38,3643,600,16.47,7,64.18,18.1,54.56,-2.2,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|8,5.299612,-75.499522,66.38,3643,600,16.47,8,64.38,20.31,56.12,-2.0,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|9,5.299612,-75.499522,66.38,3643,600,16.47,9,65.32,20.08,57.73,-1.06,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|10,5.299612,-75.499522,66.38,3643,600,16.47,10,62.44,17.07,50.36,-3.94,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|11,5.299612,-75.499522,66.38,3643,600,16.47,11,60.46,16.17,44.35,-5.92,2026-04-14 09:57:56.419936-05
5.299612|-75.499522|12,5.299612,-75.499522,66.38,3643,600,16.47,12,61.78,17.07,48.51,-4.6,2026-04-14 09:57:56.419936-05
4.099607|-75.999524|1,4.099607,-75.999524,66.29,3643,105,2.88,1,61.8,18.87,48.82,-4.49,2026-04-14 09:57:56.419936-05
4.099607|-75.999524|2,4.099607,-75.999524,66.29,3643,105,2.88,2,64.84,18.46,55.99,-1.45,2026-04-14 09:57:56.419936-05
4.099607|-75.999524|3,4.099607,-75.999524,66.29,3643,105,2.88,3,64.74,17.04,55.4,-1.55,2026-04-14 09:57:56.419936-05
